state,county,state_code,county_code,year_span,measure_name,measure_id,numerator,denominator
AL,Autauga County,1,1,2007,Sexually transmitted infections,45,184,49730
AL,Autauga County,1,1,2008,Sexually transmitted infections,45,155,50364
AL,Autauga County,1,1,2009,Sexually transmitted infections,45,214,50365
AL,Autauga County,1,1,2010,Sexually transmitted infections,45,198,54571
AL,Autauga County,1,1,2011,Sexually transmitted infections,45,247,55267
AL,Baldwin County,1,3,2007,Sexually transmitted infections,45,416,169162
AL,Baldwin County,1,3,2008,Sexually transmitted infections,45,395,174439
AL,Baldwin County,1,3,2009,Sexually transmitted infections,45,471,174444
AL,Baldwin County,1,3,2010,Sexually transmitted infections,45,558,182265
AL,Baldwin County,1,3,2011,Sexually transmitted infections,45,563,186717
AL,Barbour County,1,5,2007,Sexually transmitted infections,45,165,28171
AL,Barbour County,1,5,2008,Sexually transmitted infections,45,139,29309
AL,Barbour County,1,5,2009,Sexually transmitted infections,45,208,29308
AL,Barbour County,1,5,2010,Sexually transmitted infections,45,177,27457
AL,Barbour County,1,5,2011,Sexually transmitted infections,45,237,27119
AL,Bibb County,1,7,2007,Sexually transmitted infections,45,61,21482
AL,Bibb County,1,7,2008,Sexually transmitted infections,45,65,21629
AL,Bibb County,1,7,2009,Sexually transmitted infections,45,69,21630
AL,Bibb County,1,7,2010,Sexually transmitted infections,45,75,22915
AL,Bibb County,1,7,2011,Sexually transmitted infections,45,106,22766
AL,Blount County,1,9,2007,Sexually transmitted infections,45,48,56436
AL,Blount County,1,9,2008,Sexually transmitted infections,45,60,57441
AL,Blount County,1,9,2009,Sexually transmitted infections,45,50,57471
AL,Blount County,1,9,2010,Sexually transmitted infections,45,65,57322
AL,Blount County,1,9,2011,Sexually transmitted infections,45,101,57677
AL,Bullock County,1,11,2007,Sexually transmitted infections,45,79,10906
AL,Bullock County,1,11,2008,Sexually transmitted infections,45,72,10796
AL,Bullock County,1,11,2009,Sexually transmitted infections,45,91,10796
AL,Bullock County,1,11,2010,Sexually transmitted infections,45,84,10914
AL,Bullock County,1,11,2011,Sexually transmitted infections,45,148,10542
AL,Butler County,1,13,2007,Sexually transmitted infections,45,130,20520
AL,Butler County,1,13,2008,Sexually transmitted infections,45,124,20090
AL,Butler County,1,13,2009,Sexually transmitted infections,45,121,20090
AL,Butler County,1,13,2010,Sexually transmitted infections,45,135,20947
AL,Butler County,1,13,2011,Sexually transmitted infections,45,132,20650
AL,Calhoun County,1,15,2007,Sexually transmitted infections,45,604,112903
AL,Calhoun County,1,15,2008,Sexually transmitted infections,45,690,113419
AL,Calhoun County,1,15,2009,Sexually transmitted infections,45,616,113423
AL,Calhoun County,1,15,2010,Sexually transmitted infections,45,671,118572
AL,Calhoun County,1,15,2011,Sexually transmitted infections,45,781,117797
AL,Chambers County,1,17,2007,Sexually transmitted infections,45,223,35176
AL,Chambers County,1,17,2008,Sexually transmitted infections,45,211,34424
AL,Chambers County,1,17,2009,Sexually transmitted infections,45,194,34422
AL,Chambers County,1,17,2010,Sexually transmitted infections,45,227,34215
AL,Chambers County,1,17,2011,Sexually transmitted infections,45,260,33939
AL,Cherokee County,1,19,2007,Sexually transmitted infections,45,38,24863
AL,Cherokee County,1,19,2008,Sexually transmitted infections,45,38,24545
AL,Cherokee County,1,19,2009,Sexually transmitted infections,45,45,24550
AL,Cherokee County,1,19,2010,Sexually transmitted infections,45,67,25989
AL,Cherokee County,1,19,2011,Sexually transmitted infections,45,70,26057
AL,Chilton County,1,21,2007,Sexually transmitted infections,45,98,41953
AL,Chilton County,1,21,2008,Sexually transmitted infections,45,108,42444
AL,Chilton County,1,21,2009,Sexually transmitted infections,45,103,42439
AL,Chilton County,1,21,2010,Sexually transmitted infections,45,86,43643
AL,Chilton County,1,21,2011,Sexually transmitted infections,45,141,43895
AL,Choctaw County,1,23,2007,Sexually transmitted infections,45,69,14656
AL,Choctaw County,1,23,2008,Sexually transmitted infections,45,63,14055
AL,Choctaw County,1,23,2009,Sexually transmitted infections,45,59,14054
AL,Choctaw County,1,23,2010,Sexually transmitted infections,45,60,13859
AL,Choctaw County,1,23,2011,Sexually transmitted infections,45,63,13609
AL,Clarke County,1,25,2007,Sexually transmitted infections,45,167,27248
AL,Clarke County,1,25,2008,Sexually transmitted infections,45,165,26304
AL,Clarke County,1,25,2009,Sexually transmitted infections,45,189,26305
AL,Clarke County,1,25,2010,Sexually transmitted infections,45,197,25833
AL,Clarke County,1,25,2011,Sexually transmitted infections,45,211,25695
AL,Clay County,1,27,2007,Sexually transmitted infections,45,56,13829
AL,Clay County,1,27,2008,Sexually transmitted infections,45,68,13809
AL,Clay County,1,27,2009,Sexually transmitted infections,45,57,13808
AL,Clay County,1,27,2010,Sexually transmitted infections,45,55,13932
AL,Clay County,1,27,2011,Sexually transmitted infections,45,63,13862
AL,Cleburne County,1,29,2007,Sexually transmitted infections,45,24,14700
AL,Cleburne County,1,29,2008,Sexually transmitted infections,45,39,14799
AL,Cleburne County,1,29,2009,Sexually transmitted infections,45,18,14803
AL,Cleburne County,1,29,2010,Sexually transmitted infections,45,33,14972
AL,Cleburne County,1,29,2011,Sexually transmitted infections,45,40,14835
AL,Coffee County,1,31,2007,Sexually transmitted infections,45,253,46027
AL,Coffee County,1,31,2008,Sexually transmitted infections,45,274,47753
AL,Coffee County,1,31,2009,Sexually transmitted infections,45,257,47752
AL,Coffee County,1,31,2010,Sexually transmitted infections,45,311,49948
AL,Coffee County,1,31,2011,Sexually transmitted infections,45,289,50526
AL,Colbert County,1,33,2007,Sexually transmitted infections,45,243,54766
AL,Colbert County,1,33,2008,Sexually transmitted infections,45,321,54663
AL,Colbert County,1,33,2009,Sexually transmitted infections,45,239,54666
AL,Colbert County,1,33,2010,Sexually transmitted infections,45,271,54428
AL,Colbert County,1,33,2011,Sexually transmitted infections,45,326,54512
AL,Conecuh County,1,35,2007,Sexually transmitted infections,45,37,13403
AL,Conecuh County,1,35,2008,Sexually transmitted infections,45,29,13066
AL,Conecuh County,1,35,2009,Sexually transmitted infections,45,75,13066
AL,Conecuh County,1,35,2010,Sexually transmitted infections,45,80,13228
AL,Conecuh County,1,35,2011,Sexually transmitted infections,45,87,13105
AL,Coosa County,1,37,2007,Sexually transmitted infections,45,54,11044
AL,Coosa County,1,37,2008,Sexually transmitted infections,45,45,10814
AL,Coosa County,1,37,2009,Sexually transmitted infections,45,39,10815
AL,Coosa County,1,37,2010,Sexually transmitted infections,45,55,11539
AL,Coosa County,1,37,2011,Sexually transmitted infections,45,75,10713
AL,Covington County,1,39,2007,Sexually transmitted infections,45,134,37234
AL,Covington County,1,39,2008,Sexually transmitted infections,45,77,36856
AL,Covington County,1,39,2009,Sexually transmitted infections,45,166,36856
AL,Covington County,1,39,2010,Sexually transmitted infections,45,178,37765
AL,Covington County,1,39,2011,Sexually transmitted infections,45,171,38058
AL,Crenshaw County,1,41,2007,Sexually transmitted infections,45,65,13719
AL,Crenshaw County,1,41,2008,Sexually transmitted infections,45,62,13754
AL,Crenshaw County,1,41,2009,Sexually transmitted infections,45,72,13754
AL,Crenshaw County,1,41,2010,Sexually transmitted infections,45,90,13906
AL,Crenshaw County,1,41,2011,Sexually transmitted infections,45,77,13911
AL,Cullman County,1,43,2007,Sexually transmitted infections,45,117,80187
AL,Cullman County,1,43,2008,Sexually transmitted infections,45,143,81324
AL,Cullman County,1,43,2009,Sexually transmitted infections,45,191,81311
AL,Cullman County,1,43,2010,Sexually transmitted infections,45,172,80406
AL,Cullman County,1,43,2011,Sexually transmitted infections,45,259,80536
AL,Dale County,1,45,2007,Sexually transmitted infections,45,224,48392
AL,Dale County,1,45,2008,Sexually transmitted infections,45,268,48292
AL,Dale County,1,45,2009,Sexually transmitted infections,45,217,48297
AL,Dale County,1,45,2010,Sexually transmitted infections,45,223,50251
AL,Dale County,1,45,2011,Sexually transmitted infections,45,289,50044
AL,Dallas County,1,47,2007,Sexually transmitted infections,45,550,43945
AL,Dallas County,1,47,2008,Sexually transmitted infections,45,530,42867
AL,Dallas County,1,47,2009,Sexually transmitted infections,45,651,42866
AL,Dallas County,1,47,2010,Sexually transmitted infections,45,554,43820
AL,Dallas County,1,47,2011,Sexually transmitted infections,45,547,43332
AL,DeKalb County,1,49,2007,Sexually transmitted infections,45,155,68014
AL,DeKalb County,1,49,2008,Sexually transmitted infections,45,105,68515
AL,DeKalb County,1,49,2009,Sexually transmitted infections,45,82,68505
AL,DeKalb County,1,49,2010,Sexually transmitted infections,45,127,71109
AL,DeKalb County,1,49,2011,Sexually transmitted infections,45,148,71375
AL,Elmore County,1,51,2007,Sexually transmitted infections,45,328,75688
AL,Elmore County,1,51,2008,Sexually transmitted infections,45,307,78106
AL,Elmore County,1,51,2009,Sexually transmitted infections,45,270,78102
AL,Elmore County,1,51,2010,Sexually transmitted infections,45,379,79303
AL,Elmore County,1,51,2011,Sexually transmitted infections,45,400,80162
AL,Escambia County,1,53,2007,Sexually transmitted infections,45,175,37849
AL,Escambia County,1,53,2008,Sexually transmitted infections,45,136,37490
AL,Escambia County,1,53,2009,Sexually transmitted infections,45,217,37491
AL,Escambia County,1,53,2010,Sexually transmitted infections,45,171,38319
AL,Escambia County,1,53,2011,Sexually transmitted infections,45,216,38095
AL,Etowah County,1,55,2007,Sexually transmitted infections,45,486,103362
AL,Etowah County,1,55,2008,Sexually transmitted infections,45,497,103303
AL,Etowah County,1,55,2009,Sexually transmitted infections,45,499,103313
AL,Etowah County,1,55,2010,Sexually transmitted infections,45,569,104430
AL,Etowah County,1,55,2011,Sexually transmitted infections,45,594,104303
AL,Fayette County,1,57,2007,Sexually transmitted infections,45,28,18005
AL,Fayette County,1,57,2008,Sexually transmitted infections,45,30,17691
AL,Fayette County,1,57,2009,Sexually transmitted infections,45,47,17689
AL,Fayette County,1,57,2010,Sexually transmitted infections,45,52,17241
AL,Fayette County,1,57,2011,Sexually transmitted infections,45,61,17182
AL,Franklin County,1,59,2007,Sexually transmitted infections,45,73,30847
AL,Franklin County,1,59,2008,Sexually transmitted infections,45,88,30801
AL,Franklin County,1,59,2009,Sexually transmitted infections,45,85,30797
AL,Franklin County,1,59,2010,Sexually transmitted infections,45,64,31704
AL,Franklin County,1,59,2011,Sexually transmitted infections,45,89,31884
AL,Geneva County,1,61,2007,Sexually transmitted infections,45,56,25868
AL,Geneva County,1,61,2008,Sexually transmitted infections,45,50,25882
AL,Geneva County,1,61,2009,Sexually transmitted infections,45,75,25880
AL,Geneva County,1,61,2010,Sexually transmitted infections,45,116,26790
AL,Geneva County,1,61,2011,Sexually transmitted infections,45,115,26781
AL,Greene County,1,63,2007,Sexually transmitted infections,45,78,9374
AL,Greene County,1,63,2008,Sexually transmitted infections,45,70,9172
AL,Greene County,1,63,2009,Sexually transmitted infections,45,98,9172
AL,Greene County,1,63,2010,Sexually transmitted infections,45,112,9045
AL,Greene County,1,63,2011,Sexually transmitted infections,45,146,8921
AL,Hale County,1,65,2007,Sexually transmitted infections,45,238,18236
AL,Hale County,1,65,2008,Sexually transmitted infections,45,203,18145
AL,Hale County,1,65,2009,Sexually transmitted infections,45,205,18145
AL,Hale County,1,65,2010,Sexually transmitted infections,45,209,15760
AL,Hale County,1,65,2011,Sexually transmitted infections,45,185,15421
AL,Henry County,1,67,2007,Sexually transmitted infections,45,84,16706
AL,Henry County,1,67,2008,Sexually transmitted infections,45,76,16591
AL,Henry County,1,67,2009,Sexually transmitted infections,45,117,16591
AL,Henry County,1,67,2010,Sexually transmitted infections,45,115,17302
AL,Henry County,1,67,2011,Sexually transmitted infections,45,114,17412
AL,Houston County,1,69,2007,Sexually transmitted infections,45,649,95660
AL,Houston County,1,69,2008,Sexually transmitted infections,45,563,98488
AL,Houston County,1,69,2009,Sexually transmitted infections,45,642,98481
AL,Houston County,1,69,2010,Sexually transmitted infections,45,762,101547
AL,Houston County,1,69,2011,Sexually transmitted infections,45,795,102369
AL,Jackson County,1,71,2007,Sexually transmitted infections,45,87,53745
AL,Jackson County,1,71,2008,Sexually transmitted infections,45,119,53134
AL,Jackson County,1,71,2009,Sexually transmitted infections,45,106,53133
AL,Jackson County,1,71,2010,Sexually transmitted infections,45,82,53227
AL,Jackson County,1,71,2011,Sexually transmitted infections,45,106,53291
AL,Jefferson County,1,73,2007,Sexually transmitted infections,45,6139,656700
AL,Jefferson County,1,73,2008,Sexually transmitted infections,45,5814,659503
AL,Jefferson County,1,73,2009,Sexually transmitted infections,45,5284,659511
AL,Jefferson County,1,73,2010,Sexually transmitted infections,45,5268,658466
AL,Jefferson County,1,73,2011,Sexually transmitted infections,45,5636,658931
AL,Lamar County,1,75,2007,Sexually transmitted infections,45,25,14548
AL,Lamar County,1,75,2008,Sexually transmitted infections,45,43,14295
AL,Lamar County,1,75,2009,Sexually transmitted infections,45,42,14295
AL,Lamar County,1,75,2010,Sexually transmitted infections,45,43,14564
AL,Lamar County,1,75,2011,Sexually transmitted infections,45,44,14311
AL,Lauderdale County,1,77,2007,Sexually transmitted infections,45,276,87891
AL,Lauderdale County,1,77,2008,Sexually transmitted infections,45,373,89128
AL,Lauderdale County,1,77,2009,Sexually transmitted infections,45,344,89119
AL,Lauderdale County,1,77,2010,Sexually transmitted infections,45,443,92709
AL,Lauderdale County,1,77,2011,Sexually transmitted infections,45,418,92781
AL,Lawrence County,1,79,2007,Sexually transmitted infections,45,106,34312
AL,Lawrence County,1,79,2008,Sexually transmitted infections,45,112,34166
AL,Lawrence County,1,79,2009,Sexually transmitted infections,45,113,34170
AL,Lawrence County,1,79,2010,Sexually transmitted infections,45,138,34339
AL,Lawrence County,1,79,2011,Sexually transmitted infections,45,216,34117
AL,Lee County,1,81,2007,Sexually transmitted infections,45,564,125781
AL,Lee County,1,81,2008,Sexually transmitted infections,45,529,133010
AL,Lee County,1,81,2009,Sexually transmitted infections,45,556,133014
AL,Lee County,1,81,2010,Sexually transmitted infections,45,702,140247
AL,Lee County,1,81,2011,Sexually transmitted infections,45,836,143468
AL,Limestone County,1,83,2007,Sexually transmitted infections,45,200,72446
AL,Limestone County,1,83,2008,Sexually transmitted infections,45,211,76135
AL,Limestone County,1,83,2009,Sexually transmitted infections,45,219,76147
AL,Limestone County,1,83,2010,Sexually transmitted infections,45,222,82782
AL,Limestone County,1,83,2011,Sexually transmitted infections,45,273,85369
AL,Lowndes County,1,85,2007,Sexually transmitted infections,45,140,12759
AL,Lowndes County,1,85,2008,Sexually transmitted infections,45,98,12644
AL,Lowndes County,1,85,2009,Sexually transmitted infections,45,113,12644
AL,Lowndes County,1,85,2010,Sexually transmitted infections,45,102,11299
AL,Lowndes County,1,85,2011,Sexually transmitted infections,45,114,11147
AL,Macon County,1,87,2007,Sexually transmitted infections,45,224,22594
AL,Macon County,1,87,2008,Sexually transmitted infections,45,230,22290
AL,Macon County,1,87,2009,Sexually transmitted infections,45,228,22290
AL,Macon County,1,87,2010,Sexually transmitted infections,45,223,21452
AL,Macon County,1,87,2011,Sexually transmitted infections,45,252,21182
AL,Madison County,1,89,2007,Sexually transmitted infections,45,1196,304307
AL,Madison County,1,89,2008,Sexually transmitted infections,45,1407,319510
AL,Madison County,1,89,2009,Sexually transmitted infections,45,1570,319495
AL,Madison County,1,89,2010,Sexually transmitted infections,45,1517,334811
AL,Madison County,1,89,2011,Sexually transmitted infections,45,1688,340111
AL,Marengo County,1,91,2007,Sexually transmitted infections,45,205,21842
AL,Marengo County,1,91,2008,Sexually transmitted infections,45,183,21055
AL,Marengo County,1,91,2009,Sexually transmitted infections,45,227,21056
AL,Marengo County,1,91,2010,Sexually transmitted infections,45,140,21027
AL,Marengo County,1,91,2011,Sexually transmitted infections,45,150,20692
AL,Marion County,1,93,2007,Sexually transmitted infections,45,47,30165
AL,Marion County,1,93,2008,Sexually transmitted infections,45,44,29465
AL,Marion County,1,93,2009,Sexually transmitted infections,45,53,29461
AL,Marion County,1,93,2010,Sexually transmitted infections,45,46,30776
AL,Marion County,1,93,2011,Sexually transmitted infections,45,86,30663
AL,Marshall County,1,95,2007,Sexually transmitted infections,45,151,87185
AL,Marshall County,1,95,2008,Sexually transmitted infections,45,162,88484
AL,Marshall County,1,95,2009,Sexually transmitted infections,45,159,88481
AL,Marshall County,1,95,2010,Sexually transmitted infections,45,175,93019
AL,Marshall County,1,95,2011,Sexually transmitted infections,45,193,94166
AL,Mobile County,1,97,2007,Sexually transmitted infections,45,2715,404157
AL,Mobile County,1,97,2008,Sexually transmitted infections,45,2774,406309
AL,Mobile County,1,97,2009,Sexually transmitted infections,45,3486,406294
AL,Mobile County,1,97,2010,Sexually transmitted infections,45,3240,412992
AL,Mobile County,1,97,2011,Sexually transmitted infections,45,3191,412577
AL,Monroe County,1,99,2007,Sexually transmitted infections,45,98,23342
AL,Monroe County,1,99,2008,Sexually transmitted infections,45,111,22553
AL,Monroe County,1,99,2009,Sexually transmitted infections,45,164,22552
AL,Monroe County,1,99,2010,Sexually transmitted infections,45,153,23068
AL,Monroe County,1,99,2011,Sexually transmitted infections,45,130,22760
AL,Montgomery County,1,101,2007,Sexually transmitted infections,45,2649,223571
AL,Montgomery County,1,101,2008,Sexually transmitted infections,45,2245,224810
AL,Montgomery County,1,101,2009,Sexually transmitted infections,45,2181,224799
AL,Montgomery County,1,101,2010,Sexually transmitted infections,45,2694,229363
AL,Montgomery County,1,101,2011,Sexually transmitted infections,45,2964,232032
AL,Morgan County,1,103,2007,Sexually transmitted infections,45,402,115237
AL,Morgan County,1,103,2008,Sexually transmitted infections,45,507,115959
AL,Morgan County,1,103,2009,Sexually transmitted infections,45,498,115949
AL,Morgan County,1,103,2010,Sexually transmitted infections,45,517,119490
AL,Morgan County,1,103,2011,Sexually transmitted infections,45,624,119953
AL,Perry County,1,105,2007,Sexually transmitted infections,45,131,11186
AL,Perry County,1,105,2008,Sexually transmitted infections,45,77,10643
AL,Perry County,1,105,2009,Sexually transmitted infections,45,88,10643
AL,Perry County,1,105,2010,Sexually transmitted infections,45,101,10591
AL,Perry County,1,105,2011,Sexually transmitted infections,45,128,10373
AL,Pickens County,1,107,2007,Sexually transmitted infections,45,74,20133
AL,Pickens County,1,107,2008,Sexually transmitted infections,45,93,19524
AL,Pickens County,1,107,2009,Sexually transmitted infections,45,113,19523
AL,Pickens County,1,107,2010,Sexually transmitted infections,45,105,19746
AL,Pickens County,1,107,2011,Sexually transmitted infections,45,162,19349
AL,Pike County,1,109,2007,Sexually transmitted infections,45,249,29620
AL,Pike County,1,109,2008,Sexually transmitted infections,45,267,30381
AL,Pike County,1,109,2009,Sexually transmitted infections,45,334,30380
AL,Pike County,1,109,2010,Sexually transmitted infections,45,336,32899
AL,Pike County,1,109,2011,Sexually transmitted infections,45,339,32915
AL,Randolph County,1,111,2007,Sexually transmitted infections,45,85,22673
AL,Randolph County,1,111,2008,Sexually transmitted infections,45,65,22620
AL,Randolph County,1,111,2009,Sexually transmitted infections,45,56,22617
AL,Randolph County,1,111,2010,Sexually transmitted infections,45,57,22913
AL,Randolph County,1,111,2011,Sexually transmitted infections,45,81,22787
AL,Russell County,1,113,2007,Sexually transmitted infections,45,299,50085
AL,Russell County,1,113,2008,Sexually transmitted infections,45,234,50504
AL,Russell County,1,113,2009,Sexually transmitted infections,45,271,50503
AL,Russell County,1,113,2010,Sexually transmitted infections,45,432,52947
AL,Russell County,1,113,2011,Sexually transmitted infections,45,415,54572
AL,St. Clair County,1,115,2007,Sexually transmitted infections,45,169,75232
AL,St. Clair County,1,115,2008,Sexually transmitted infections,45,144,79837
AL,St. Clair County,1,115,2009,Sexually transmitted infections,45,121,79815
AL,St. Clair County,1,115,2010,Sexually transmitted infections,45,0,83593
AL,St. Clair County,1,115,2011,Sexually transmitted infections,45,152,84398
AL,Shelby County,1,117,2007,Sexually transmitted infections,45,227,178182
AL,Shelby County,1,117,2008,Sexually transmitted infections,45,292,187784
AL,Shelby County,1,117,2009,Sexually transmitted infections,45,261,187770
AL,Shelby County,1,117,2010,Sexually transmitted infections,45,372,195085
AL,Shelby County,1,117,2011,Sexually transmitted infections,45,426,197936
AL,Sumter County,1,119,2007,Sexually transmitted infections,45,151,13606
AL,Sumter County,1,119,2008,Sexually transmitted infections,45,156,13266
AL,Sumter County,1,119,2009,Sexually transmitted infections,45,133,13266
AL,Sumter County,1,119,2010,Sexually transmitted infections,45,148,13763
AL,Sumter County,1,119,2011,Sexually transmitted infections,45,132,13478
AL,Talladega County,1,121,2007,Sexually transmitted infections,45,529,80271
AL,Talladega County,1,121,2008,Sexually transmitted infections,45,494,80279
AL,Talladega County,1,121,2009,Sexually transmitted infections,45,428,80285
AL,Talladega County,1,121,2010,Sexually transmitted infections,45,423,82291
AL,Talladega County,1,121,2011,Sexually transmitted infections,45,534,81664
AL,Tallapoosa County,1,123,2007,Sexually transmitted infections,45,207,41010
AL,Tallapoosa County,1,123,2008,Sexually transmitted infections,45,221,40773
AL,Tallapoosa County,1,123,2009,Sexually transmitted infections,45,190,40773
AL,Tallapoosa County,1,123,2010,Sexually transmitted infections,45,178,41616
AL,Tallapoosa County,1,123,2011,Sexually transmitted infections,45,209,41623
AL,Tuscaloosa County,1,125,2007,Sexually transmitted infections,45,1017,171159
AL,Tuscaloosa County,1,125,2008,Sexually transmitted infections,45,1080,179448
AL,Tuscaloosa County,1,125,2009,Sexually transmitted infections,45,1322,179449
AL,Tuscaloosa County,1,125,2010,Sexually transmitted infections,45,1206,194656
AL,Tuscaloosa County,1,125,2011,Sexually transmitted infections,45,1395,197211
AL,Walker County,1,127,2007,Sexually transmitted infections,45,171,70034
AL,Walker County,1,127,2008,Sexually transmitted infections,45,207,68970
AL,Walker County,1,127,2009,Sexually transmitted infections,45,232,68966
AL,Walker County,1,127,2010,Sexually transmitted infections,45,260,67023
AL,Walker County,1,127,2011,Sexually transmitted infections,45,272,66661
AL,Washington County,1,129,2007,Sexually transmitted infections,45,68,17651
AL,Washington County,1,129,2008,Sexually transmitted infections,45,59,17204
AL,Washington County,1,129,2009,Sexually transmitted infections,45,81,17205
AL,Washington County,1,129,2010,Sexually transmitted infections,45,77,17581
AL,Washington County,1,129,2011,Sexually transmitted infections,45,95,17344
AL,Wilcox County,1,131,2007,Sexually transmitted infections,45,146,12911
AL,Wilcox County,1,131,2008,Sexually transmitted infections,45,116,12803
AL,Wilcox County,1,131,2009,Sexually transmitted infections,45,164,12803
AL,Wilcox County,1,131,2010,Sexually transmitted infections,45,125,11670
AL,Wilcox County,1,131,2011,Sexually transmitted infections,45,156,11482
AL,Winston County,1,133,2007,Sexually transmitted infections,45,17,24634
AL,Winston County,1,133,2008,Sexually transmitted infections,45,26,23974
AL,Winston County,1,133,2009,Sexually transmitted infections,45,42,23973
AL,Winston County,1,133,2010,Sexually transmitted infections,45,52,24484
AL,Winston County,1,133,2011,Sexually transmitted infections,45,55,24327
AK,Alaska,2,0,2007,Sexually transmitted infections,45,4911,670053
AK,Alaska,2,0,2008,Sexually transmitted infections,45,4861,683478
AK,Alaska,2,0,2009,Sexually transmitted infections,45,5166,686329
AK,Alaska,2,0,2010,Sexually transmitted infections,45,5935,710231
AK,Alaska,2,0,2011,Sexually transmitted infections,45,5739,722718
AK,Aleutians East Borough,2,13,2007,Sexually transmitted infections,45,23,2647
AK,Aleutians East Borough,2,13,2008,Sexually transmitted infections,45,19,2810
AK,Aleutians East Borough,2,13,2009,Sexually transmitted infections,45,7,2810
AK,Aleutians East Borough,2,13,2010,Sexually transmitted infections,45,9,3141
AK,Aleutians East Borough,2,13,2011,Sexually transmitted infections,45,9,3172
AK,Aleutians West Census Area,2,16,2007,Sexually transmitted infections,45,13,5239
AK,Aleutians West Census Area,2,16,2008,Sexually transmitted infections,45,21,4529
AK,Aleutians West Census Area,2,16,2009,Sexually transmitted infections,45,14,4529
AK,Aleutians West Census Area,2,16,2010,Sexually transmitted infections,45,8,5561
AK,Aleutians West Census Area,2,16,2011,Sexually transmitted infections,45,16,5504
AK,Anchorage Borough,2,20,2007,Sexually transmitted infections,45,2308,278700
AK,Anchorage Borough,2,20,2008,Sexually transmitted infections,45,2214,279243
AK,Anchorage Borough,2,20,2009,Sexually transmitted infections,45,2289,279249
AK,Anchorage Borough,2,20,2010,Sexually transmitted infections,45,2650,291826
AK,Anchorage Borough,2,20,2011,Sexually transmitted infections,45,2551,295570
AK,Bethel Census Area,2,50,2007,Sexually transmitted infections,45,402,17147
AK,Bethel Census Area,2,50,2008,Sexually transmitted infections,45,400,17236
AK,Bethel Census Area,2,50,2009,Sexually transmitted infections,45,449,17236
AK,Bethel Census Area,2,50,2010,Sexually transmitted infections,45,416,17013
AK,Bethel Census Area,2,50,2011,Sexually transmitted infections,45,387,17416
AK,Bristol Bay Borough,2,60,2007,Sexually transmitted infections,45,0,1042
AK,Bristol Bay Borough,2,60,2008,Sexually transmitted infections,45,1,953
AK,Bristol Bay Borough,2,60,2009,Sexually transmitted infections,45,1,953
AK,Bristol Bay Borough,2,60,2010,Sexually transmitted infections,45,2,997
AK,Bristol Bay Borough,2,60,2011,Sexually transmitted infections,45,,1030
AK,Denali Borough,2,68,2007,Sexually transmitted infections,45,1,1846
AK,Denali Borough,2,68,2008,Sexually transmitted infections,45,1,1848
AK,Denali Borough,2,68,2009,Sexually transmitted infections,45,3,1848
AK,Denali Borough,2,68,2010,Sexually transmitted infections,45,5,1826
AK,Denali Borough,2,68,2011,Sexually transmitted infections,45,5,1855
AK,Dillingham Census Area,2,70,2007,Sexually transmitted infections,45,41,4970
AK,Dillingham Census Area,2,70,2008,Sexually transmitted infections,45,57,4933
AK,Dillingham Census Area,2,70,2009,Sexually transmitted infections,45,58,4933
AK,Dillingham Census Area,2,70,2010,Sexually transmitted infections,45,74,4847
AK,Dillingham Census Area,2,70,2011,Sexually transmitted infections,45,75,4975
AK,Fairbanks North Star Borough,2,90,2007,Sexually transmitted infections,45,685,86754
AK,Fairbanks North Star Borough,2,90,2008,Sexually transmitted infections,45,601,97970
AK,Fairbanks North Star Borough,2,90,2009,Sexually transmitted infections,45,686,97972
AK,Fairbanks North Star Borough,2,90,2010,Sexually transmitted infections,45,803,97581
AK,Fairbanks North Star Borough,2,90,2011,Sexually transmitted infections,45,754,99192
AK,Haines Borough,2,100,2007,Sexually transmitted infections,45,6,2257
AK,Haines Borough,2,100,2008,Sexually transmitted infections,45,9,2271
AK,Haines Borough,2,100,2009,Sexually transmitted infections,45,9,2271
AK,Haines Borough,2,100,2010,Sexually transmitted infections,45,10,2508
AK,Haines Borough,2,100,2011,Sexually transmitted infections,45,5,2554
AK,Juneau Borough,2,110,2007,Sexually transmitted infections,45,123,30737
AK,Juneau Borough,2,110,2008,Sexually transmitted infections,45,123,30988
AK,Juneau Borough,2,110,2009,Sexually transmitted infections,45,130,30989
AK,Juneau Borough,2,110,2010,Sexually transmitted infections,45,176,31275
AK,Juneau Borough,2,110,2011,Sexually transmitted infections,45,163,32164
AK,Kenai Peninsula Borough,2,122,2007,Sexually transmitted infections,45,120,52304
AK,Kenai Peninsula Borough,2,122,2008,Sexually transmitted infections,45,150,53409
AK,Kenai Peninsula Borough,2,122,2009,Sexually transmitted infections,45,161,53417
AK,Kenai Peninsula Borough,2,122,2010,Sexually transmitted infections,45,187,55400
AK,Kenai Peninsula Borough,2,122,2011,Sexually transmitted infections,45,155,56293
AK,Ketchikan Gateway Borough,2,130,2007,Sexually transmitted infections,45,67,13384
AK,Ketchikan Gateway Borough,2,130,2008,Sexually transmitted infections,45,71,13142
AK,Ketchikan Gateway Borough,2,130,2009,Sexually transmitted infections,45,69,13143
AK,Ketchikan Gateway Borough,2,130,2010,Sexually transmitted infections,45,116,13477
AK,Ketchikan Gateway Borough,2,130,2011,Sexually transmitted infections,45,80,13593
AK,Kodiak Island Borough,2,150,2007,Sexually transmitted infections,45,62,13072
