state,county,state_code,county_code,measure_name,measure_id,raw_value
MS,Carroll County,28,15,Violent crime rate,43,113.24
MS,Chickasaw County,28,17,Violent crime rate,43,204.2
MS,Choctaw County,28,19,Violent crime rate,43,170.58
MS,Claiborne County,28,21,Violent crime rate,43,456.49
MS,Clarke County,28,23,Violent crime rate,43,
MS,Clay County,28,25,Violent crime rate,43,344.47
MS,Coahoma County,28,27,Violent crime rate,43,514.58
MS,Copiah County,28,29,Violent crime rate,43,
MS,Covington County,28,31,Violent crime rate,43,
MS,DeSoto County,28,33,Violent crime rate,43,180.64
MS,Forrest County,28,35,Violent crime rate,43,297.66
MS,Franklin County,28,37,Violent crime rate,43,239.34
MS,George County,28,39,Violent crime rate,43,196.14
MS,Greene County,28,41,Violent crime rate,43,71.77
MS,Grenada County,28,43,Violent crime rate,43,411.08
MS,Hancock County,28,45,Violent crime rate,43,
MS,Harrison County,28,47,Violent crime rate,43,284.6
MS,Hinds County,28,49,Violent crime rate,43,714.63
MS,Holmes County,28,51,Violent crime rate,43,
MS,Humphreys County,28,53,Violent crime rate,43,1399.81
MS,Issaquena County,28,55,Violent crime rate,43,0.0
MS,Itawamba County,28,57,Violent crime rate,43,57.03
MS,Jackson County,28,59,Violent crime rate,43,291.51
MS,Jasper County,28,61,Violent crime rate,43,
MS,Jefferson County,28,63,Violent crime rate,43,477.36
MS,Jefferson Davis County,28,65,Violent crime rate,43,
MS,Jones County,28,67,Violent crime rate,43,289.47
MS,Kemper County,28,69,Violent crime rate,43,79.37
MS,Lafayette County,28,71,Violent crime rate,43,
MS,Lamar County,28,73,Violent crime rate,43,137.41
MS,Lauderdale County,28,75,Violent crime rate,43,317.07
MS,Lawrence County,28,77,Violent crime rate,43,
MS,Leake County,28,79,Violent crime rate,43,10.37
MS,Lee County,28,81,Violent crime rate,43,228.31
MS,Leflore County,28,83,Violent crime rate,43,704.85
MS,Lincoln County,28,85,Violent crime rate,43,147.46
MS,Lowndes County,28,87,Violent crime rate,43,251.32
MS,Madison County,28,89,Violent crime rate,43,210.26
MS,Marion County,28,91,Violent crime rate,43,278.3
MS,Marshall County,28,93,Violent crime rate,43,518.8
MS,Monroe County,28,95,Violent crime rate,43,
MS,Montgomery County,28,97,Violent crime rate,43,
MS,Neshoba County,28,99,Violent crime rate,43,
MS,Newton County,28,101,Violent crime rate,43,
MS,Noxubee County,28,103,Violent crime rate,43,
MS,Oktibbeha County,28,105,Violent crime rate,43,213.92
MS,Panola County,28,107,Violent crime rate,43,273.45
MS,Pearl River County,28,109,Violent crime rate,43,149.49
MS,Perry County,28,111,Violent crime rate,43,
MS,Pike County,28,113,Violent crime rate,43,264.99
MS,Pontotoc County,28,115,Violent crime rate,43,13.64
MS,Prentiss County,28,117,Violent crime rate,43,
MS,Quitman County,28,119,Violent crime rate,43,
MS,Rankin County,28,121,Violent crime rate,43,133.38
MS,Scott County,28,123,Violent crime rate,43,274.52
MS,Sharkey County,28,125,Violent crime rate,43,238.68
MS,Simpson County,28,127,Violent crime rate,43,188.82
MS,Smith County,28,129,Violent crime rate,43,
MS,Stone County,28,131,Violent crime rate,43,402.95
MS,Sunflower County,28,133,Violent crime rate,43,451.65
MS,Tallahatchie County,28,135,Violent crime rate,43,
MS,Tate County,28,137,Violent crime rate,43,109.94
MS,Tippah County,28,139,Violent crime rate,43,150.66
MS,Tishomingo County,28,141,Violent crime rate,43,181.55
MS,Tunica County,28,143,Violent crime rate,43,973.38
MS,Union County,28,145,Violent crime rate,43,81.51
MS,Walthall County,28,147,Violent crime rate,43,71.23
MS,Warren County,28,149,Violent crime rate,43,495.82
MS,Washington County,28,151,Violent crime rate,43,383.74
MS,Wayne County,28,153,Violent crime rate,43,
MS,Webster County,28,155,Violent crime rate,43,
MS,Wilkinson County,28,157,Violent crime rate,43,
MS,Winston County,28,159,Violent crime rate,43,143.45
MS,Yalobusha County,28,161,Violent crime rate,43,218.64
MS,Yazoo County,28,163,Violent crime rate,43,
MO,Missouri,29,0,Violent crime rate,43,512.84
MO,Adair County,29,1,Violent crime rate,43,380.86
MO,Andrew County,29,3,Violent crime rate,43,77.39
MO,Atchison County,29,5,Violent crime rate,43,117.99
MO,Audrain County,29,7,Violent crime rate,43,158.46
MO,Barry County,29,9,Violent crime rate,43,212.33
MO,Barton County,29,11,Violent crime rate,43,348.21
MO,Bates County,29,13,Violent crime rate,43,302.93
MO,Benton County,29,15,Violent crime rate,43,328.44
MO,Bollinger County,29,17,Violent crime rate,43,169.92
MO,Boone County,29,19,Violent crime rate,43,425.21
MO,Buchanan County,29,21,Violent crime rate,43,342.62
MO,Butler County,29,23,Violent crime rate,43,375.96
MO,Caldwell County,29,25,Violent crime rate,43,300.7
MO,Callaway County,29,27,Violent crime rate,43,233.35
MO,Camden County,29,29,Violent crime rate,43,208.55
MO,Cape Girardeau County,29,31,Violent crime rate,43,448.36
MO,Carroll County,29,33,Violent crime rate,43,164.06
MO,Carter County,29,35,Violent crime rate,43,138.19
MO,Cass County,29,37,Violent crime rate,43,183.29
MO,Cedar County,29,39,Violent crime rate,43,212.04
MO,Chariton County,29,41,Violent crime rate,43,165.49
MO,Christian County,29,43,Violent crime rate,43,254.5
MO,Clark County,29,45,Violent crime rate,43,173.94
MO,Clay County,29,47,Violent crime rate,43,814.4
MO,Clinton County,29,49,Violent crime rate,43,239.78
MO,Cole County,29,51,Violent crime rate,43,431.01
MO,Cooper County,29,53,Violent crime rate,43,195.33
MO,Crawford County,29,55,Violent crime rate,43,326.24
MO,Dade County,29,57,Violent crime rate,43,162.38
MO,Dallas County,29,59,Violent crime rate,43,281.5
MO,Daviess County,29,61,Violent crime rate,43,126.65
MO,DeKalb County,29,63,Violent crime rate,43,197.48
MO,Dent County,29,65,Violent crime rate,43,250.9
MO,Douglas County,29,67,Violent crime rate,43,404.38
MO,Dunklin County,29,69,Violent crime rate,43,297.31
MO,Franklin County,29,71,Violent crime rate,43,220.38
MO,Gasconade County,29,73,Violent crime rate,43,243.16
MO,Gentry County,29,75,Violent crime rate,43,82.22
MO,Greene County,29,77,Violent crime rate,43,502.09
MO,Grundy County,29,79,Violent crime rate,43,198.75
MO,Harrison County,29,81,Violent crime rate,43,171.3
MO,Henry County,29,83,Violent crime rate,43,296.02
MO,Hickory County,29,85,Violent crime rate,43,28.89
MO,Holt County,29,87,Violent crime rate,43,147.81
MO,Howard County,29,89,Violent crime rate,43,181.94
MO,Howell County,29,91,Violent crime rate,43,334.29
MO,Iron County,29,93,Violent crime rate,43,198.84
MO,Jackson County,29,95,Violent crime rate,43,897.65
MO,Jasper County,29,97,Violent crime rate,43,418.97
MO,Jefferson County,29,99,Violent crime rate,43,302.52
MO,Johnson County,29,101,Violent crime rate,43,181.05
MO,Knox County,29,103,Violent crime rate,43,128.12
MO,Laclede County,29,105,Violent crime rate,43,377.69
MO,Lafayette County,29,107,Violent crime rate,43,170.2
MO,Lawrence County,29,109,Violent crime rate,43,266.39
MO,Lewis County,29,111,Violent crime rate,43,201.4
MO,Lincoln County,29,113,Violent crime rate,43,238.81
MO,Linn County,29,115,Violent crime rate,43,210.25
MO,Livingston County,29,117,Violent crime rate,43,220.36
MO,McDonald County,29,119,Violent crime rate,43,395.05
MO,Macon County,29,121,Violent crime rate,43,233.9
MO,Madison County,29,123,Violent crime rate,43,208.13
MO,Maries County,29,125,Violent crime rate,43,177.32
MO,Marion County,29,127,Violent crime rate,43,413.41
MO,Mercer County,29,129,Violent crime rate,43,167.19
MO,Miller County,29,131,Violent crime rate,43,403.41
MO,Mississippi County,29,133,Violent crime rate,43,457.58
MO,Moniteau County,29,135,Violent crime rate,43,172.83
MO,Monroe County,29,137,Violent crime rate,43,212.76
MO,Montgomery County,29,139,Violent crime rate,43,190.37
MO,Morgan County,29,141,Violent crime rate,43,523.68
MO,New Madrid County,29,143,Violent crime rate,43,338.02
MO,Newton County,29,145,Violent crime rate,43,285.56
MO,Nodaway County,29,147,Violent crime rate,43,158.59
MO,Oregon County,29,149,Violent crime rate,43,162.58
MO,Osage County,29,151,Violent crime rate,43,111.14
MO,Ozark County,29,153,Violent crime rate,43,245.08
MO,Pemiscot County,29,155,Violent crime rate,43,475.39
MO,Perry County,29,157,Violent crime rate,43,122.46
MO,Pettis County,29,159,Violent crime rate,43,521.71
MO,Phelps County,29,161,Violent crime rate,43,441.92
MO,Pike County,29,163,Violent crime rate,43,198.67
MO,Platte County,29,165,Violent crime rate,43,719.46
MO,Polk County,29,167,Violent crime rate,43,355.78
MO,Pulaski County,29,169,Violent crime rate,43,381.11
MO,Putnam County,29,171,Violent crime rate,43,56.9
MO,Ralls County,29,173,Violent crime rate,43,288.13
MO,Randolph County,29,175,Violent crime rate,43,160.16
MO,Ray County,29,177,Violent crime rate,43,206.46
MO,Reynolds County,29,179,Violent crime rate,43,180.73
MO,Ripley County,29,181,Violent crime rate,43,179.1
MO,St. Charles County,29,183,Violent crime rate,43,175.64
MO,St. Clair County,29,185,Violent crime rate,43,221.93
MO,Ste. Genevieve County,29,186,Violent crime rate,43,193.49
MO,St. Francois County,29,187,Violent crime rate,43,268.66
MO,St. Louis County,29,189,Violent crime rate,43,327.05
MO,Saline County,29,195,Violent crime rate,43,180.87
MO,Schuyler County,29,197,Violent crime rate,43,88.17
MO,Scotland County,29,199,Violent crime rate,43,108.76
MO,Scott County,29,201,Violent crime rate,43,657.91
MO,Shannon County,29,203,Violent crime rate,43,219.38
MO,Shelby County,29,205,Violent crime rate,43,69.51
MO,Stoddard County,29,207,Violent crime rate,43,211.85
MO,Stone County,29,209,Violent crime rate,43,663.85
MO,Sullivan County,29,211,Violent crime rate,43,235.57
MO,Taney County,29,213,Violent crime rate,43,591.66
MO,Texas County,29,215,Violent crime rate,43,156.66
MO,Vernon County,29,217,Violent crime rate,43,389.2
MO,Warren County,29,219,Violent crime rate,43,297.36
MO,Washington County,29,221,Violent crime rate,43,215.55
MO,Wayne County,29,223,Violent crime rate,43,149.96
MO,Webster County,29,225,Violent crime rate,43,189.55
MO,Worth County,29,227,Violent crime rate,43,264.59
MO,Wright County,29,229,Violent crime rate,43,207.69
MO,St. Louis city,29,510,Violent crime rate,43,2195.44
MT,Montana,30,0,Violent crime rate,43,267.75
MT,Beaverhead County,30,1,Violent crime rate,43,216.05
MT,Big Horn County,30,3,Violent crime rate,43,380.16
MT,Blaine County,30,5,Violent crime rate,43,189.67
MT,Broadwater County,30,7,Violent crime rate,43,456.5
MT,Carbon County,30,9,Violent crime rate,43,208.59
MT,Carter County,30,11,Violent crime rate,43,19.64
MT,Cascade County,30,13,Violent crime rate,43,276.82
MT,Chouteau County,30,15,Violent crime rate,43,174.19
MT,Custer County,30,17,Violent crime rate,43,145.78
MT,Daniels County,30,19,Violent crime rate,43,196.83
MT,Dawson County,30,21,Violent crime rate,43,181.03
MT,Deer Lodge County,30,23,Violent crime rate,43,364.27
MT,Fallon County,30,25,Violent crime rate,43,95.88
MT,Fergus County,30,27,Violent crime rate,43,219.18
MT,Flathead County,30,29,Violent crime rate,43,284.0
MT,Gallatin County,30,31,Violent crime rate,43,205.43
MT,Garfield County,30,33,Violent crime rate,43,11.89
MT,Glacier County,30,35,Violent crime rate,43,400.88
MT,Golden Valley County,30,37,Violent crime rate,43,39.23
MT,Granite County,30,39,Violent crime rate,43,94.36
MT,Hill County,30,41,Violent crime rate,43,494.04
MT,Jefferson County,30,43,Violent crime rate,43,187.15
MT,Judith Basin County,30,45,Violent crime rate,43,156.75
MT,Lake County,30,47,Violent crime rate,43,419.69
MT,Lewis and Clark County,30,49,Violent crime rate,43,270.58
MT,Liberty County,30,51,Violent crime rate,43,
MT,Lincoln County,30,53,Violent crime rate,43,324.99
MT,McCone County,30,55,Violent crime rate,43,103.92
MT,Madison County,30,57,Violent crime rate,43,116.04
MT,Meagher County,30,59,Violent crime rate,43,290.56
MT,Mineral County,30,61,Violent crime rate,43,468.67
MT,Missoula County,30,63,Violent crime rate,43,295.18
MT,Musselshell County,30,65,Violent crime rate,43,334.66
MT,Park County,30,67,Violent crime rate,43,305.09
MT,Petroleum County,30,69,Violent crime rate,43,0.0
MT,Phillips County,30,71,Violent crime rate,43,252.92
MT,Pondera County,30,73,Violent crime rate,43,125.2
MT,Powder River County,30,75,Violent crime rate,43,
MT,Powell County,30,77,Violent crime rate,43,347.88
MT,Prairie County,30,79,Violent crime rate,43,21.9
MT,Ravalli County,30,81,Violent crime rate,43,221.17
MT,Richland County,30,83,Violent crime rate,43,119.63
MT,Roosevelt County,30,85,Violent crime rate,43,176.37
MT,Rosebud County,30,87,Violent crime rate,43,232.51
MT,Sanders County,30,89,Violent crime rate,43,373.28
MT,Sheridan County,30,91,Violent crime rate,43,165.89
MT,Silver Bow County,30,93,Violent crime rate,43,400.81
MT,Stillwater County,30,95,Violent crime rate,43,174.09
MT,Sweet Grass County,30,97,Violent crime rate,43,254.28
MT,Teton County,30,99,Violent crime rate,43,146.61
MT,Toole County,30,101,Violent crime rate,43,305.57
MT,Treasure County,30,103,Violent crime rate,43,
MT,Valley County,30,105,Violent crime rate,43,179.08
MT,Wheatland County,30,107,Violent crime rate,43,45.72
MT,Wibaux County,30,109,Violent crime rate,43,0.0
MT,Yellowstone County,30,111,Violent crime rate,43,222.77
NE,Nebraska,31,0,Violent crime rate,43,298.15
NE,Adams County,31,1,Violent crime rate,43,161.84
NE,Antelope County,31,3,Violent crime rate,43,20.37
NE,Arthur County,31,5,Violent crime rate,43,0.0
NE,Banner County,31,7,Violent crime rate,43,
NE,Blaine County,31,9,Violent crime rate,43,
NE,Boone County,31,11,Violent crime rate,43,0.0
NE,Box Butte County,31,13,Violent crime rate,43,237.15
NE,Boyd County,31,15,Violent crime rate,43,22.27
NE,Brown County,31,17,Violent crime rate,43,57.91
NE,Buffalo County,31,19,Violent crime rate,43,175.12
NE,Burt County,31,21,Violent crime rate,43,89.99
NE,Butler County,31,23,Violent crime rate,43,65.36
NE,Cass County,31,25,Violent crime rate,43,65.38
NE,Cedar County,31,27,Violent crime rate,43,34.02
NE,Chase County,31,29,Violent crime rate,43,129.3
NE,Cherry County,31,31,Violent crime rate,43,139.17
NE,Cheyenne County,31,33,Violent crime rate,43,117.4
NE,Clay County,31,35,Violent crime rate,43,43.31
NE,Colfax County,31,37,Violent crime rate,43,108.83
NE,Cuming County,31,39,Violent crime rate,43,20.38
NE,Custer County,31,41,Violent crime rate,43,86.0
NE,Dakota County,31,43,Violent crime rate,43,84.06
NE,Dawes County,31,45,Violent crime rate,43,140.18
NE,Dawson County,31,47,Violent crime rate,43,170.2
NE,Deuel County,31,49,Violent crime rate,43,12.0
NE,Dixon County,31,51,Violent crime rate,43,74.07
NE,Dodge County,31,53,Violent crime rate,43,135.69
NE,Douglas County,31,55,Violent crime rate,43,533.36
NE,Dundy County,31,57,Violent crime rate,43,0.0
NE,Fillmore County,31,59,Violent crime rate,43,45.68
NE,Franklin County,31,61,Violent crime rate,43,34.23
NE,Frontier County,31,63,Violent crime rate,43,43.36
NE,Furnas County,31,65,Violent crime rate,43,41.38
NE,Gage County,31,67,Violent crime rate,43,232.71
NE,Garden County,31,69,Violent crime rate,43,61.14
NE,Garfield County,31,71,Violent crime rate,43,
NE,Gosper County,31,73,Violent crime rate,43,34.83
NE,Grant County,31,75,Violent crime rate,43,
NE,Greeley County,31,77,Violent crime rate,43,
NE,Hall County,31,79,Violent crime rate,43,282.45
NE,Hamilton County,31,81,Violent crime rate,43,68.27
NE,Harlan County,31,83,Violent crime rate,43,42.05
NE,Hayes County,31,85,Violent crime rate,43,0.0
NE,Hitchcock County,31,87,Violent crime rate,43,72.28
NE,Holt County,31,89,Violent crime rate,43,20.48
NE,Hooker County,31,91,Violent crime rate,43,19.08
NE,Howard County,31,93,Violent crime rate,43,115.57
NE,Jefferson County,31,95,Violent crime rate,43,182.77
NE,Johnson County,31,97,Violent crime rate,43,49.33
NE,Kearney County,31,99,Violent crime rate,43,85.11
NE,Keith County,31,101,Violent crime rate,43,84.66
NE,Keya Paha County,31,103,Violent crime rate,43,19.63
NE,Kimball County,31,105,Violent crime rate,43,
NE,Knox County,31,107,Violent crime rate,43,28.71
NE,Lancaster County,31,109,Violent crime rate,43,469.27
NE,Lincoln County,31,111,Violent crime rate,43,247.37
NE,Logan County,31,113,Violent crime rate,43,
NE,Loup County,31,115,Violent crime rate,43,
NE,McPherson County,31,117,Violent crime rate,43,137.66
NE,Madison County,31,119,Violent crime rate,43,127.8
NE,Merrick County,31,121,Violent crime rate,43,87.89
NE,Morrill County,31,123,Violent crime rate,43,60.44
NE,Nance County,31,125,Violent crime rate,43,36.74
NE,Nemaha County,31,127,Violent crime rate,43,77.46
NE,Nuckolls County,31,129,Violent crime rate,43,55.41
NE,Otoe County,31,131,Violent crime rate,43,71.77
NE,Pawnee County,31,133,Violent crime rate,43,49.71
NE,Perkins County,31,135,Violent crime rate,43,42.61
NE,Phelps County,31,137,Violent crime rate,43,86.64
NE,Pierce County,31,139,Violent crime rate,43,76.85
NE,Platte County,31,141,Violent crime rate,43,79.66
NE,Polk County,31,143,Violent crime rate,43,6.35
NE,Red Willow County,31,145,Violent crime rate,43,100.28
NE,Richardson County,31,147,Violent crime rate,43,55.75
NE,Rock County,31,149,Violent crime rate,43,26.88
NE,Saline County,31,151,Violent crime rate,43,139.54
NE,Sarpy County,31,153,Violent crime rate,43,84.05
NE,Saunders County,31,155,Violent crime rate,43,48.09
NE,Scotts Bluff County,31,157,Violent crime rate,43,177.58
NE,Seward County,31,159,Violent crime rate,43,39.17
NE,Sheridan County,31,161,Violent crime rate,43,197.56
NE,Sherman County,31,163,Violent crime rate,43,52.48
NE,Sioux County,31,165,Violent crime rate,43,22.53
NE,Stanton County,31,167,Violent crime rate,43,60.9
NE,Thayer County,31,169,Violent crime rate,43,36.21
NE,Thomas County,31,171,Violent crime rate,43,
NE,Thurston County,31,173,Violent crime rate,43,1711.81
NE,Valley County,31,175,Violent crime rate,43,90.83
NE,Washington County,31,177,Violent crime rate,43,45.43
NE,Wayne County,31,179,Violent crime rate,43,80.74
NE,Webster County,31,181,Violent crime rate,43,98.12
NE,Wheeler County,31,183,Violent crime rate,43,52.99
NE,York County,31,185,Violent crime rate,43,32.72
NV,Nevada,32,0,Violent crime rate,43,683.82
NV,Churchill County,32,1,Violent crime rate,43,266.87
NV,Clark County,32,3,Violent crime rate,43,790.82
NV,Douglas County,32,5,Violent crime rate,43,163.91
NV,Elko County,32,7,Violent crime rate,43,257.73
NV,Esmeralda County,32,9,Violent crime rate,43,382.65
NV,Eureka County,32,11,Violent crime rate,43,463.3
NV,Humboldt County,32,13,Violent crime rate,43,422.72
NV,Lander County,32,15,Violent crime rate,43,701.67
NV,Lincoln County,32,17,Violent crime rate,43,93.1
NV,Lyon County,32,19,Violent crime rate,43,203.36
NV,Mineral County,32,21,Violent crime rate,43,313.41
NV,Nye County,32,23,Violent crime rate,43,353.89
NV,Pershing County,32,27,Violent crime rate,43,801.44
NV,Storey County,32,29,Violent crime rate,43,228.16
NV,Washoe County,32,31,Violent crime rate,43,508.57
NV,White Pine County,32,33,Violent crime rate,43,279.53
NV,Carson City,32,510,Violent crime rate,43,392.79
NH,New Hampshire,33,0,Violent crime rate,43,161.63
NH,Belknap County,33,1,Violent crime rate,43,183.17
NH,Carroll County,33,3,Violent crime rate,43,150.79
NH,Cheshire County,33,5,Violent crime rate,43,180.2
NH,Coos County,33,7,Violent crime rate,43,139.6
NH,Grafton County,33,9,Violent crime rate,43,175.26
NH,Hillsborough County,33,11,Violent crime rate,43,191.77
NH,Merrimack County,33,13,Violent crime rate,43,123.41
NH,Rockingham County,33,15,Violent crime rate,43,125.23
NH,Strafford County,33,17,Violent crime rate,43,157.61
NH,Sullivan County,33,19,Violent crime rate,43,185.9
NJ,New Jersey,34,0,Violent crime rate,43,333.36
NJ,Atlantic County,34,1,Violent crime rate,43,528.38
NJ,Bergen County,34,3,Violent crime rate,43,109.34
NJ,Burlington County,34,5,Violent crime rate,43,168.66
NJ,Camden County,34,7,Violent crime rate,43,598.84
NJ,Cape May County,34,9,Violent crime rate,43,320.72
NJ,Cumberland County,34,11,Violent crime rate,43,697.38
NJ,Essex County,34,13,Violent crime rate,43,734.9
NJ,Gloucester County,34,15,Violent crime rate,43,214.79
NJ,Hudson County,34,17,Violent crime rate,43,607.49
NJ,Hunterdon County,34,19,Violent crime rate,43,58.35
NJ,Mercer County,34,21,Violent crime rate,43,469.81
NJ,Middlesex County,34,23,Violent crime rate,43,202.41
NJ,Monmouth County,34,25,Violent crime rate,43,208.25
NJ,Morris County,34,27,Violent crime rate,43,90.36
NJ,Ocean County,34,29,Violent crime rate,43,138.59
NJ,Passaic County,34,31,Violent crime rate,43,501.69
NJ,Salem County,34,33,Violent crime rate,43,291.87
NJ,Somerset County,34,35,Violent crime rate,43,86.08
NJ,Sussex County,34,37,Violent crime rate,43,64.36
NJ,Union County,34,39,Violent crime rate,43,415.19
NJ,Warren County,34,41,Violent crime rate,43,116.5
NM,New Mexico,35,0,Violent crime rate,43,640.65
NM,Bernalillo County,35,1,Violent crime rate,43,883.6
NM,Catron County,35,3,Violent crime rate,43,81.49
NM,Chaves County,35,5,Violent crime rate,43,719.98
NM,Cibola County,35,6,Violent crime rate,43,425.2
NM,Colfax County,35,7,Violent crime rate,43,445.71
NM,Curry County,35,9,Violent crime rate,43,585.4
NM,DeBaca County,35,11,Violent crime rate,43,
NM,Dona Ana County,35,13,Violent crime rate,43,433.12
NM,Eddy County,35,15,Violent crime rate,43,502.43
NM,Grant County,35,17,Violent crime rate,43,474.12
NM,Guadalupe County,35,19,Violent crime rate,43,1939.67
NM,Harding County,35,21,Violent crime rate,43,462.81
NM,Hidalgo County,35,23,Violent crime rate,43,198.52
NM,Lea County,35,25,Violent crime rate,43,719.84
NM,Lincoln County,35,27,Violent crime rate,43,638.37
NM,Los Alamos County,35,28,Violent crime rate,43,245.81
NM,Luna County,35,29,Violent crime rate,43,423.72
NM,McKinley County,35,31,Violent crime rate,43,621.64
NM,Mora County,35,33,Violent crime rate,43,81.99
NM,Otero County,35,35,Violent crime rate,43,393.74
NM,Quay County,35,37,Violent crime rate,43,972.68
NM,Rio Arriba County,35,39,Violent crime rate,43,271.7
NM,Roosevelt County,35,41,Violent crime rate,43,479.46
NM,Sandoval County,35,43,Violent crime rate,43,356.04
NM,San Juan County,35,45,Violent crime rate,43,707.33
NM,San Miguel County,35,47,Violent crime rate,43,
NM,Santa Fe County,35,49,Violent crime rate,43,438.69
NM,Sierra County,35,51,Violent crime rate,43,419.22
NM,Socorro County,35,53,Violent crime rate,43,643.25
NM,Taos County,35,55,Violent crime rate,43,518.24
NM,Torrance County,35,57,Violent crime rate,43,320.06
NM,Union County,35,59,Violent crime rate,43,752.55
NM,Valencia County,35,61,Violent crime rate,43,694.65
NY,New York,36,0,Violent crime rate,43,417.91
NY,Albany County,36,1,Violent crime rate,43,469.25
NY,Allegany County,36,3,Violent crime rate,43,217.2
NY,Bronx County,36,5,Violent crime rate,43,624.17
NY,Broome County,36,7,Violent crime rate,43,232.25
NY,Cattaraugus County,36,9,Violent crime rate,43,232.4
NY,Cayuga County,36,11,Violent crime rate,43,201.06
NY,Chautauqua County,36,13,Violent crime rate,43,242.67
NY,Chemung County,36,15,Violent crime rate,43,234.55
NY,Chenango County,36,17,Violent crime rate,43,144.36
NY,Clinton County,36,19,Violent crime rate,43,185.23
NY,Columbia County,36,21,Violent crime rate,43,161.57
NY,Cortland County,36,23,Violent crime rate,43,219.52
NY,Delaware County,36,25,Violent crime rate,43,172.16
NY,Dutchess County,36,27,Violent crime rate,43,291.37
NY,Erie County,36,29,Violent crime rate,43,515.48
NY,Essex County,36,31,Violent crime rate,43,153.68
NY,Franklin County,36,33,Violent crime rate,43,232.03
NY,Fulton County,36,35,Violent crime rate,43,193.24
NY,Genesee County,36,37,Violent crime rate,43,172.67
NY,Greene County,36,39,Violent crime rate,43,277.51
NY,Hamilton County,36,41,Violent crime rate,43,74.6
NY,Herkimer County,36,43,Violent crime rate,43,317.15
NY,Jefferson County,36,45,Violent crime rate,43,218.5
NY,Kings County,36,47,Violent crime rate,43,622.49
NY,Lewis County,36,49,Violent crime rate,43,127.41
NY,Livingston County,36,51,Violent crime rate,43,110.44
NY,Madison County,36,53,Violent crime rate,43,95.26
NY,Monroe County,36,55,Violent crime rate,43,378.35
NY,Montgomery County,36,57,Violent crime rate,43,224.94
NY,Nassau County,36,59,Violent crime rate,43,181.49
NY,New York County,36,61,Violent crime rate,43,626.85
NY,Niagara County,36,63,Violent crime rate,43,391.82
NY,Oneida County,36,65,Violent crime rate,43,266.36
NY,Onondaga County,36,67,Violent crime rate,43,386.03
NY,Ontario County,36,69,Violent crime rate,43,114.17
NY,Orange County,36,71,Violent crime rate,43,264.03
NY,Orleans County,36,73,Violent crime rate,43,196.76
NY,Oswego County,36,75,Violent crime rate,43,139.54
NY,Otsego County,36,77,Violent crime rate,43,190.86
NY,Putnam County,36,79,Violent crime rate,43,82.02
NY,Queens County,36,81,Violent crime rate,43,623.49
NY,Rensselaer County,36,83,Violent crime rate,43,335.06
NY,Richmond County,36,85,Violent crime rate,43,623.8
NY,Rockland County,36,87,Violent crime rate,43,175.02
NY,St. Lawrence County,36,89,Violent crime rate,43,164.33
NY,Saratoga County,36,91,Violent crime rate,43,93.93
NY,Schenectady County,36,93,Violent crime rate,43,498.46
NY,Schoharie County,36,95,Violent crime rate,43,90.37
NY,Schuyler County,36,97,Violent crime rate,43,78.0
NY,Seneca County,36,99,Violent crime rate,43,131.81
NY,Steuben County,36,101,Violent crime rate,43,185.69
NY,Suffolk County,36,103,Violent crime rate,43,185.89
NY,Sullivan County,36,105,Violent crime rate,43,313.96
NY,Tioga County,36,107,Violent crime rate,43,63.41
NY,Tompkins County,36,109,Violent crime rate,43,134.44
NY,Ulster County,36,111,Violent crime rate,43,262.36
NY,Warren County,36,113,Violent crime rate,43,163.55
NY,Washington County,36,115,Violent crime rate,43,159.92
NY,Wayne County,36,117,Violent crime rate,43,181.72
NY,Westchester County,36,119,Violent crime rate,43,270.78
NY,Wyoming County,36,121,Violent crime rate,43,147.22
NY,Yates County,36,123,Violent crime rate,43,73.45
NC,North Carolina,37,0,Violent crime rate,43,443.72
NC,Alamance County,37,1,Violent crime rate,43,457.03
NC,Alexander County,37,3,Violent crime rate,43,190.29
NC,Alleghany County,37,5,Violent crime rate,43,36.46
NC,Anson County,37,7,Violent crime rate,43,457.39
NC,Ashe County,37,9,Violent crime rate,43,141.77
NC,Avery County,37,11,Violent crime rate,43,92.54
NC,Beaufort County,37,13,Violent crime rate,43,435.34
NC,Bertie County,37,15,Violent crime rate,43,163.0
NC,Bladen County,37,17,Violent crime rate,43,606.77
NC,Brunswick County,37,19,Violent crime rate,43,237.23
NC,Buncombe County,37,21,Violent crime rate,43,304.2
NC,Burke County,37,23,Violent crime rate,43,193.21
NC,Cabarrus County,37,25,Violent crime rate,43,227.11
NC,Caldwell County,37,27,Violent crime rate,43,174.05
NC,Camden County,37,29,Violent crime rate,43,101.45
NC,Carteret County,37,31,Violent crime rate,43,307.02
NC,Caswell County,37,33,Violent crime rate,43,283.7
NC,Catawba County,37,35,Violent crime rate,43,362.45
NC,Chatham County,37,37,Violent crime rate,43,204.99
NC,Cherokee County,37,39,Violent crime rate,43,260.04
NC,Chowan County,37,41,Violent crime rate,43,302.39
NC,Clay County,37,43,Violent crime rate,43,126.55
NC,Cleveland County,37,45,Violent crime rate,43,257.32
NC,Columbus County,37,47,Violent crime rate,43,560.36
NC,Craven County,37,49,Violent crime rate,43,349.63
NC,Cumberland County,37,51,Violent crime rate,43,648.23
NC,Currituck County,37,53,Violent crime rate,43,210.08
NC,Dare County,37,55,Violent crime rate,43,303.36
